author,content,sentiment,Date
vote,This is a sample political tweet about vote,neutral,8/5/2016
candidate,This is a sample political tweet about candidate,positive,9/7/2016
policy,This is a sample political tweet about policy,negative,7/11/2016
debate,This is a sample political tweet about debate,positive,7/4/2016
debate,This is a sample political tweet about debate,neutral,8/21/2016
debate,This is a sample political tweet about debate,neutral,9/20/2016
election,This is a sample political tweet about election,negative,9/20/2016
vote,This is a sample political tweet about vote,positive,9/18/2016
policy,This is a sample political tweet about policy,neutral,9/16/2016
candidate,This is a sample political tweet about candidate,positive,9/28/2016
election,This is a sample political tweet about election,negative,7/8/2016
policy,This is a sample political tweet about policy,negative,9/7/2016
election,This is a sample political tweet about election,negative,7/20/2016
policy,This is a sample political tweet about policy,positive,8/30/2016
policy,This is a sample political tweet about policy,positive,7/14/2016
debate,This is a sample political tweet about debate,negative,9/26/2016
debate,This is a sample political tweet about debate,neutral,9/28/2016
candidate,This is a sample political tweet about candidate,positive,9/19/2016
debate,This is a sample political tweet about debate,negative,8/19/2016
debate,This is a sample political tweet about debate,neutral,7/16/2016
debate,This is a sample political tweet about debate,negative,7/27/2016
candidate,This is a sample political tweet about candidate,neutral,7/3/2016
vote,This is a sample political tweet about vote,neutral,7/31/2016
election,This is a sample political tweet about election,negative,7/11/2016
election,This is a sample political tweet about election,neutral,8/16/2016
policy,This is a sample political tweet about policy,negative,9/9/2016
election,This is a sample political tweet about election,negative,7/25/2016
debate,This is a sample political tweet about debate,negative,7/15/2016
election,This is a sample political tweet about election,neutral,8/14/2016
candidate,This is a sample political tweet about candidate,positive,7/22/2016
debate,This is a sample political tweet about debate,neutral,7/1/2016
election,This is a sample political tweet about election,negative,8/31/2016
election,This is a sample political tweet about election,neutral,9/15/2016
election,This is a sample political tweet about election,neutral,7/3/2016
vote,This is a sample political tweet about vote,positive,9/27/2016
election,This is a sample political tweet about election,neutral,9/12/2016
vote,This is a sample political tweet about vote,neutral,7/9/2016
election,This is a sample political tweet about election,positive,8/17/2016
election,This is a sample political tweet about election,neutral,7/14/2016
candidate,This is a sample political tweet about candidate,negative,8/6/2016
candidate,This is a sample political tweet about candidate,positive,7/30/2016
election,This is a sample political tweet about election,negative,8/27/2016
vote,This is a sample political tweet about vote,negative,9/8/2016
policy,This is a sample political tweet about policy,negative,7/21/2016
candidate,This is a sample political tweet about candidate,negative,8/11/2016
candidate,This is a sample political tweet about candidate,negative,8/28/2016
policy,This is a sample political tweet about policy,neutral,8/4/2016
vote,This is a sample political tweet about vote,positive,7/24/2016
vote,This is a sample political tweet about vote,positive,9/1/2016
election,This is a sample political tweet about election,negative,8/23/2016
election,This is a sample political tweet about election,negative,8/15/2016
policy,This is a sample political tweet about policy,neutral,9/11/2016
policy,This is a sample political tweet about policy,negative,7/31/2016
candidate,This is a sample political tweet about candidate,negative,8/11/2016
candidate,This is a sample political tweet about candidate,neutral,7/26/2016
election,This is a sample political tweet about election,negative,7/20/2016
election,This is a sample political tweet about election,neutral,8/16/2016
debate,This is a sample political tweet about debate,neutral,7/23/2016
debate,This is a sample political tweet about debate,positive,7/24/2016
policy,This is a sample political tweet about policy,positive,7/1/2016
candidate,This is a sample political tweet about candidate,positive,7/12/2016
candidate,This is a sample political tweet about candidate,neutral,9/27/2016
candidate,This is a sample political tweet about candidate,positive,9/26/2016
vote,This is a sample political tweet about vote,negative,9/10/2016
debate,This is a sample political tweet about debate,neutral,9/28/2016
debate,This is a sample political tweet about debate,negative,9/9/2016
election,This is a sample political tweet about election,neutral,7/18/2016
vote,This is a sample political tweet about vote,negative,9/6/2016
vote,This is a sample political tweet about vote,negative,7/3/2016
election,This is a sample political tweet about election,positive,7/16/2016
election,This is a sample political tweet about election,positive,9/23/2016
vote,This is a sample political tweet about vote,negative,9/10/2016
vote,This is a sample political tweet about vote,negative,7/12/2016
debate,This is a sample political tweet about debate,negative,8/20/2016
vote,This is a sample political tweet about vote,negative,8/13/2016
policy,This is a sample political tweet about policy,negative,9/27/2016
candidate,This is a sample political tweet about candidate,negative,8/31/2016
debate,This is a sample political tweet about debate,neutral,8/30/2016
policy,This is a sample political tweet about policy,negative,7/9/2016
election,This is a sample political tweet about election,neutral,7/25/2016
policy,This is a sample political tweet about policy,negative,8/30/2016
policy,This is a sample political tweet about policy,negative,9/6/2016
policy,This is a sample political tweet about policy,positive,7/14/2016
debate,This is a sample political tweet about debate,neutral,7/17/2016
candidate,This is a sample political tweet about candidate,neutral,7/13/2016
election,This is a sample political tweet about election,positive,7/3/2016
vote,This is a sample political tweet about vote,positive,8/26/2016
candidate,This is a sample political tweet about candidate,positive,7/26/2016
policy,This is a sample political tweet about policy,positive,9/26/2016
debate,This is a sample political tweet about debate,positive,7/22/2016
election,This is a sample political tweet about election,positive,7/16/2016
debate,This is a sample political tweet about debate,neutral,8/10/2016
election,This is a sample political tweet about election,negative,7/21/2016
policy,This is a sample political tweet about policy,positive,7/20/2016
vote,This is a sample political tweet about vote,neutral,8/7/2016
policy,This is a sample political tweet about policy,negative,7/14/2016
debate,This is a sample political tweet about debate,neutral,7/6/2016
election,This is a sample political tweet about election,neutral,8/14/2016
debate,This is a sample political tweet about debate,positive,9/9/2016
candidate,This is a sample political tweet about candidate,positive,8/22/2016
policy,This is a sample political tweet about policy,neutral,9/22/2016
debate,This is a sample political tweet about debate,neutral,8/20/2016
election,This is a sample political tweet about election,negative,9/24/2016
policy,This is a sample political tweet about policy,negative,7/27/2016
vote,This is a sample political tweet about vote,positive,9/21/2016
election,This is a sample political tweet about election,neutral,8/18/2016
candidate,This is a sample political tweet about candidate,positive,7/16/2016
debate,This is a sample political tweet about debate,positive,8/15/2016
policy,This is a sample political tweet about policy,neutral,7/15/2016
candidate,This is a sample political tweet about candidate,negative,8/8/2016
policy,This is a sample political tweet about policy,neutral,7/19/2016
debate,This is a sample political tweet about debate,positive,9/19/2016
debate,This is a sample political tweet about debate,positive,7/4/2016
vote,This is a sample political tweet about vote,negative,9/15/2016
candidate,This is a sample political tweet about candidate,positive,9/12/2016
debate,This is a sample political tweet about debate,neutral,8/12/2016
debate,This is a sample political tweet about debate,neutral,7/30/2016
policy,This is a sample political tweet about policy,neutral,7/3/2016
policy,This is a sample political tweet about policy,negative,9/15/2016
debate,This is a sample political tweet about debate,neutral,9/26/2016
vote,This is a sample political tweet about vote,positive,7/10/2016
policy,This is a sample political tweet about policy,negative,7/5/2016
election,This is a sample political tweet about election,neutral,8/12/2016
candidate,This is a sample political tweet about candidate,negative,7/18/2016
candidate,This is a sample political tweet about candidate,negative,9/27/2016
election,This is a sample political tweet about election,neutral,7/2/2016
election,This is a sample political tweet about election,positive,8/2/2016
candidate,This is a sample political tweet about candidate,negative,7/16/2016
debate,This is a sample political tweet about debate,positive,8/14/2016
vote,This is a sample political tweet about vote,positive,8/17/2016
candidate,This is a sample political tweet about candidate,positive,9/16/2016
policy,This is a sample political tweet about policy,neutral,7/27/2016
policy,This is a sample political tweet about policy,positive,7/13/2016
election,This is a sample political tweet about election,neutral,7/17/2016
policy,This is a sample political tweet about policy,neutral,8/20/2016
candidate,This is a sample political tweet about candidate,negative,9/28/2016
election,This is a sample political tweet about election,positive,9/25/2016
debate,This is a sample political tweet about debate,positive,8/18/2016
election,This is a sample political tweet about election,negative,8/24/2016
election,This is a sample political tweet about election,negative,7/8/2016
election,This is a sample political tweet about election,positive,7/19/2016
election,This is a sample political tweet about election,positive,8/23/2016
debate,This is a sample political tweet about debate,negative,7/30/2016
policy,This is a sample political tweet about policy,negative,7/14/2016
election,This is a sample political tweet about election,positive,8/5/2016
debate,This is a sample political tweet about debate,neutral,7/9/2016
candidate,This is a sample political tweet about candidate,positive,9/28/2016
policy,This is a sample political tweet about policy,negative,9/12/2016
vote,This is a sample political tweet about vote,neutral,8/20/2016
policy,This is a sample political tweet about policy,positive,8/21/2016
vote,This is a sample political tweet about vote,negative,7/5/2016
policy,This is a sample political tweet about policy,positive,9/7/2016
candidate,This is a sample political tweet about candidate,neutral,9/20/2016
policy,This is a sample political tweet about policy,negative,8/25/2016
election,This is a sample political tweet about election,neutral,9/1/2016
vote,This is a sample political tweet about vote,positive,7/25/2016
candidate,This is a sample political tweet about candidate,positive,9/20/2016
candidate,This is a sample political tweet about candidate,positive,8/20/2016
debate,This is a sample political tweet about debate,neutral,9/21/2016
election,This is a sample political tweet about election,neutral,8/19/2016
election,This is a sample political tweet about election,negative,9/20/2016
debate,This is a sample political tweet about debate,positive,9/16/2016
policy,This is a sample political tweet about policy,neutral,8/15/2016
candidate,This is a sample political tweet about candidate,positive,7/11/2016
vote,This is a sample political tweet about vote,negative,9/15/2016
policy,This is a sample political tweet about policy,positive,9/26/2016
policy,This is a sample political tweet about policy,positive,8/6/2016
election,This is a sample political tweet about election,positive,8/20/2016
candidate,This is a sample political tweet about candidate,positive,8/4/2016
policy,This is a sample political tweet about policy,negative,7/1/2016
election,This is a sample political tweet about election,negative,7/19/2016
election,This is a sample political tweet about election,positive,7/23/2016
vote,This is a sample political tweet about vote,negative,7/16/2016
vote,This is a sample political tweet about vote,negative,8/10/2016
policy,This is a sample political tweet about policy,neutral,7/21/2016
election,This is a sample political tweet about election,negative,8/9/2016
vote,This is a sample political tweet about vote,positive,7/27/2016
policy,This is a sample political tweet about policy,positive,9/4/2016
debate,This is a sample political tweet about debate,negative,8/11/2016
debate,This is a sample political tweet about debate,neutral,7/26/2016
candidate,This is a sample political tweet about candidate,negative,8/10/2016
policy,This is a sample political tweet about policy,positive,7/31/2016
policy,This is a sample political tweet about policy,negative,7/20/2016
candidate,This is a sample political tweet about candidate,neutral,7/9/2016
candidate,This is a sample political tweet about candidate,positive,9/8/2016
policy,This is a sample political tweet about policy,neutral,8/17/2016
vote,This is a sample political tweet about vote,negative,7/27/2016
policy,This is a sample political tweet about policy,positive,8/12/2016
debate,This is a sample political tweet about debate,positive,8/18/2016
debate,This is a sample political tweet about debate,positive,8/27/2016
election,This is a sample political tweet about election,negative,9/10/2016
candidate,This is a sample political tweet about candidate,positive,7/15/2016
vote,This is a sample political tweet about vote,neutral,8/24/2016
vote,This is a sample political tweet about vote,negative,8/21/2016
policy,This is a sample political tweet about policy,positive,9/22/2016
policy,This is a sample political tweet about policy,positive,9/18/2016
election,This is a sample political tweet about election,negative,7/31/2016
policy,This is a sample political tweet about policy,positive,7/21/2016
vote,This is a sample political tweet about vote,neutral,9/1/2016
election,This is a sample political tweet about election,negative,9/2/2016
candidate,This is a sample political tweet about candidate,positive,7/15/2016
debate,This is a sample political tweet about debate,positive,7/20/2016
vote,This is a sample political tweet about vote,negative,8/17/2016
candidate,This is a sample political tweet about candidate,positive,7/22/2016
candidate,This is a sample political tweet about candidate,negative,8/30/2016
vote,This is a sample political tweet about vote,positive,9/13/2016
candidate,This is a sample political tweet about candidate,positive,8/15/2016
policy,This is a sample political tweet about policy,positive,8/26/2016
debate,This is a sample political tweet about debate,neutral,7/17/2016
vote,This is a sample political tweet about vote,positive,7/28/2016
debate,This is a sample political tweet about debate,positive,8/3/2016
election,This is a sample political tweet about election,positive,8/14/2016
vote,This is a sample political tweet about vote,positive,7/20/2016
candidate,This is a sample political tweet about candidate,positive,9/25/2016
debate,This is a sample political tweet about debate,negative,7/12/2016
vote,This is a sample political tweet about vote,neutral,9/10/2016
vote,This is a sample political tweet about vote,positive,7/15/2016
vote,This is a sample political tweet about vote,negative,7/8/2016
policy,This is a sample political tweet about policy,positive,9/20/2016
election,This is a sample political tweet about election,negative,9/7/2016
candidate,This is a sample political tweet about candidate,negative,8/28/2016
vote,This is a sample political tweet about vote,positive,8/15/2016
election,This is a sample political tweet about election,negative,7/4/2016
policy,This is a sample political tweet about policy,positive,8/30/2016
policy,This is a sample political tweet about policy,neutral,8/13/2016
policy,This is a sample political tweet about policy,neutral,7/13/2016
policy,This is a sample political tweet about policy,positive,7/23/2016
policy,This is a sample political tweet about policy,negative,7/17/2016
policy,This is a sample political tweet about policy,positive,8/12/2016
candidate,This is a sample political tweet about candidate,positive,8/26/2016
policy,This is a sample political tweet about policy,positive,8/8/2016
vote,This is a sample political tweet about vote,positive,9/16/2016
election,This is a sample political tweet about election,negative,8/2/2016
vote,This is a sample political tweet about vote,positive,9/23/2016
debate,This is a sample political tweet about debate,neutral,8/6/2016
candidate,This is a sample political tweet about candidate,positive,8/29/2016
candidate,This is a sample political tweet about candidate,positive,8/7/2016
vote,This is a sample political tweet about vote,negative,9/8/2016
policy,This is a sample political tweet about policy,neutral,9/29/2016
debate,This is a sample political tweet about debate,positive,7/10/2016
candidate,This is a sample political tweet about candidate,neutral,7/10/2016
candidate,This is a sample political tweet about candidate,positive,8/27/2016
candidate,This is a sample political tweet about candidate,positive,9/22/2016
election,This is a sample political tweet about election,positive,8/7/2016
debate,This is a sample political tweet about debate,neutral,7/2/2016
vote,This is a sample political tweet about vote,positive,9/13/2016
policy,This is a sample political tweet about policy,positive,8/25/2016
policy,This is a sample political tweet about policy,positive,7/11/2016
election,This is a sample political tweet about election,neutral,8/22/2016
policy,This is a sample political tweet about policy,neutral,7/20/2016
vote,This is a sample political tweet about vote,negative,8/4/2016
policy,This is a sample political tweet about policy,neutral,7/16/2016
debate,This is a sample political tweet about debate,neutral,7/8/2016
policy,This is a sample political tweet about policy,negative,8/10/2016
candidate,This is a sample political tweet about candidate,positive,8/5/2016
candidate,This is a sample political tweet about candidate,negative,7/31/2016
policy,This is a sample political tweet about policy,neutral,8/21/2016
election,This is a sample political tweet about election,negative,7/19/2016
vote,This is a sample political tweet about vote,positive,9/13/2016
debate,This is a sample political tweet about debate,negative,8/16/2016
election,This is a sample political tweet about election,positive,7/31/2016
policy,This is a sample political tweet about policy,positive,8/26/2016
vote,This is a sample political tweet about vote,positive,8/17/2016
candidate,This is a sample political tweet about candidate,positive,7/10/2016
policy,This is a sample political tweet about policy,positive,9/8/2016
candidate,This is a sample political tweet about candidate,neutral,7/6/2016
policy,This is a sample political tweet about policy,negative,7/4/2016
debate,This is a sample political tweet about debate,negative,7/27/2016
candidate,This is a sample political tweet about candidate,positive,8/18/2016
debate,This is a sample political tweet about debate,negative,8/28/2016
election,This is a sample political tweet about election,neutral,9/3/2016
candidate,This is a sample political tweet about candidate,negative,8/2/2016
vote,This is a sample political tweet about vote,negative,7/8/2016
election,This is a sample political tweet about election,neutral,7/27/2016
candidate,This is a sample political tweet about candidate,negative,7/25/2016
election,This is a sample political tweet about election,positive,9/6/2016
candidate,This is a sample political tweet about candidate,positive,7/15/2016
debate,This is a sample political tweet about debate,neutral,9/25/2016
election,This is a sample political tweet about election,positive,7/27/2016
debate,This is a sample political tweet about debate,neutral,9/9/2016
candidate,This is a sample political tweet about candidate,neutral,8/24/2016
election,This is a sample political tweet about election,positive,9/27/2016
election,This is a sample political tweet about election,positive,9/19/2016
policy,This is a sample political tweet about policy,positive,7/27/2016
candidate,This is a sample political tweet about candidate,positive,8/29/2016
election,This is a sample political tweet about election,negative,7/5/2016
election,This is a sample political tweet about election,neutral,8/24/2016
candidate,This is a sample political tweet about candidate,positive,7/9/2016
election,This is a sample political tweet about election,negative,8/10/2016
election,This is a sample political tweet about election,neutral,8/17/2016
candidate,This is a sample political tweet about candidate,negative,8/3/2016
vote,This is a sample political tweet about vote,negative,9/2/2016
policy,This is a sample political tweet about policy,positive,8/8/2016
candidate,This is a sample political tweet about candidate,neutral,9/1/2016
election,This is a sample political tweet about election,neutral,8/21/2016
policy,This is a sample political tweet about policy,positive,8/17/2016
election,This is a sample political tweet about election,negative,9/18/2016
debate,This is a sample political tweet about debate,positive,9/29/2016
vote,This is a sample political tweet about vote,positive,9/23/2016
policy,This is a sample political tweet about policy,positive,8/10/2016
candidate,This is a sample political tweet about candidate,neutral,8/11/2016
vote,This is a sample political tweet about vote,negative,9/8/2016
policy,This is a sample political tweet about policy,positive,8/29/2016
candidate,This is a sample political tweet about candidate,neutral,7/23/2016
debate,This is a sample political tweet about debate,neutral,8/18/2016
vote,This is a sample political tweet about vote,negative,9/15/2016
debate,This is a sample political tweet about debate,neutral,7/27/2016
policy,This is a sample political tweet about policy,positive,8/4/2016
election,This is a sample political tweet about election,positive,7/22/2016
policy,This is a sample political tweet about policy,positive,9/14/2016
debate,This is a sample political tweet about debate,neutral,7/7/2016
debate,This is a sample political tweet about debate,negative,8/18/2016
vote,This is a sample political tweet about vote,neutral,9/12/2016
election,This is a sample political tweet about election,positive,7/26/2016
candidate,This is a sample political tweet about candidate,positive,8/12/2016
vote,This is a sample political tweet about vote,neutral,8/3/2016
debate,This is a sample political tweet about debate,positive,8/13/2016
candidate,This is a sample political tweet about candidate,negative,9/16/2016
debate,This is a sample political tweet about debate,positive,8/26/2016
candidate,This is a sample political tweet about candidate,neutral,9/2/2016
debate,This is a sample political tweet about debate,positive,9/17/2016
candidate,This is a sample political tweet about candidate,positive,7/31/2016
candidate,This is a sample political tweet about candidate,neutral,7/30/2016
vote,This is a sample political tweet about vote,negative,9/24/2016
vote,This is a sample political tweet about vote,positive,9/19/2016
candidate,This is a sample political tweet about candidate,positive,8/11/2016
vote,This is a sample political tweet about vote,neutral,9/16/2016
vote,This is a sample political tweet about vote,negative,9/18/2016
debate,This is a sample political tweet about debate,neutral,9/24/2016
policy,This is a sample political tweet about policy,neutral,8/28/2016
election,This is a sample political tweet about election,neutral,9/2/2016
candidate,This is a sample political tweet about candidate,positive,9/22/2016
election,This is a sample political tweet about election,positive,9/21/2016
election,This is a sample political tweet about election,positive,9/2/2016
candidate,This is a sample political tweet about candidate,neutral,8/29/2016
candidate,This is a sample political tweet about candidate,negative,8/19/2016
vote,This is a sample political tweet about vote,positive,8/31/2016
election,This is a sample political tweet about election,neutral,7/7/2016
election,This is a sample political tweet about election,positive,9/9/2016
policy,This is a sample political tweet about policy,negative,9/12/2016
policy,This is a sample political tweet about policy,neutral,9/29/2016
election,This is a sample political tweet about election,positive,7/1/2016
debate,This is a sample political tweet about debate,neutral,7/28/2016
policy,This is a sample political tweet about policy,negative,8/1/2016
vote,This is a sample political tweet about vote,positive,9/26/2016
candidate,This is a sample political tweet about candidate,positive,8/24/2016
vote,This is a sample political tweet about vote,positive,9/11/2016
policy,This is a sample political tweet about policy,positive,7/1/2016
election,This is a sample political tweet about election,negative,8/31/2016
vote,This is a sample political tweet about vote,neutral,8/2/2016
policy,This is a sample political tweet about policy,positive,7/10/2016
policy,This is a sample political tweet about policy,positive,7/27/2016
debate,This is a sample political tweet about debate,neutral,7/14/2016
election,This is a sample political tweet about election,neutral,7/28/2016
election,This is a sample political tweet about election,positive,9/7/2016
policy,This is a sample political tweet about policy,negative,7/15/2016
election,This is a sample political tweet about election,negative,9/16/2016
election,This is a sample political tweet about election,positive,8/8/2016
vote,This is a sample political tweet about vote,negative,9/4/2016
policy,This is a sample political tweet about policy,neutral,7/11/2016
vote,This is a sample political tweet about vote,neutral,9/17/2016
debate,This is a sample political tweet about debate,negative,8/1/2016
vote,This is a sample political tweet about vote,positive,8/4/2016
vote,This is a sample political tweet about vote,positive,7/24/2016
debate,This is a sample political tweet about debate,neutral,9/10/2016
candidate,This is a sample political tweet about candidate,negative,8/12/2016
candidate,This is a sample political tweet about candidate,negative,7/18/2016
debate,This is a sample political tweet about debate,positive,8/11/2016
debate,This is a sample political tweet about debate,neutral,7/30/2016
vote,This is a sample political tweet about vote,positive,7/10/2016
candidate,This is a sample political tweet about candidate,positive,8/17/2016
election,This is a sample political tweet about election,neutral,9/17/2016
debate,This is a sample political tweet about debate,negative,9/8/2016
policy,This is a sample political tweet about policy,neutral,9/3/2016
debate,This is a sample political tweet about debate,negative,9/14/2016
debate,This is a sample political tweet about debate,negative,7/28/2016
election,This is a sample political tweet about election,neutral,7/29/2016
vote,This is a sample political tweet about vote,neutral,8/31/2016
debate,This is a sample political tweet about debate,negative,7/5/2016
candidate,This is a sample political tweet about candidate,positive,8/14/2016
policy,This is a sample political tweet about policy,positive,9/15/2016
election,This is a sample political tweet about election,negative,7/16/2016
candidate,This is a sample political tweet about candidate,negative,8/26/2016
debate,This is a sample political tweet about debate,neutral,9/25/2016
debate,This is a sample political tweet about debate,negative,7/12/2016
vote,This is a sample political tweet about vote,positive,7/29/2016
policy,This is a sample political tweet about policy,negative,9/18/2016
election,This is a sample political tweet about election,positive,7/26/2016
debate,This is a sample political tweet about debate,neutral,9/17/2016
election,This is a sample political tweet about election,negative,7/13/2016
vote,This is a sample political tweet about vote,positive,9/29/2016
election,This is a sample political tweet about election,neutral,9/21/2016
election,This is a sample political tweet about election,positive,7/23/2016
policy,This is a sample political tweet about policy,negative,7/20/2016
vote,This is a sample political tweet about vote,neutral,7/6/2016
policy,This is a sample political tweet about policy,negative,7/2/2016
policy,This is a sample political tweet about policy,neutral,9/3/2016
vote,This is a sample political tweet about vote,negative,8/23/2016
election,This is a sample political tweet about election,negative,7/8/2016
policy,This is a sample political tweet about policy,positive,7/7/2016
debate,This is a sample political tweet about debate,negative,9/22/2016
candidate,This is a sample political tweet about candidate,positive,8/2/2016
candidate,This is a sample political tweet about candidate,positive,7/28/2016
candidate,This is a sample political tweet about candidate,negative,9/17/2016
election,This is a sample political tweet about election,neutral,8/8/2016
election,This is a sample political tweet about election,negative,9/14/2016
policy,This is a sample political tweet about policy,neutral,9/1/2016
policy,This is a sample political tweet about policy,neutral,8/2/2016
election,This is a sample political tweet about election,positive,9/13/2016
vote,This is a sample political tweet about vote,neutral,9/17/2016
debate,This is a sample political tweet about debate,neutral,7/3/2016
vote,This is a sample political tweet about vote,positive,9/1/2016
candidate,This is a sample political tweet about candidate,neutral,7/20/2016
vote,This is a sample political tweet about vote,positive,9/8/2016
candidate,This is a sample political tweet about candidate,positive,9/17/2016
candidate,This is a sample political tweet about candidate,neutral,8/7/2016
vote,This is a sample political tweet about vote,neutral,8/24/2016
policy,This is a sample political tweet about policy,negative,8/15/2016
debate,This is a sample political tweet about debate,neutral,9/20/2016
vote,This is a sample political tweet about vote,neutral,7/9/2016
vote,This is a sample political tweet about vote,positive,7/6/2016
debate,This is a sample political tweet about debate,positive,7/23/2016
vote,This is a sample political tweet about vote,positive,7/12/2016
election,This is a sample political tweet about election,positive,9/14/2016
policy,This is a sample political tweet about policy,negative,7/9/2016
policy,This is a sample political tweet about policy,negative,9/26/2016
candidate,This is a sample political tweet about candidate,negative,9/3/2016
debate,This is a sample political tweet about debate,negative,7/30/2016
election,This is a sample political tweet about election,negative,8/26/2016
policy,This is a sample political tweet about policy,neutral,8/27/2016
candidate,This is a sample political tweet about candidate,neutral,8/20/2016
debate,This is a sample political tweet about debate,positive,7/31/2016
debate,This is a sample political tweet about debate,neutral,7/29/2016
election,This is a sample political tweet about election,neutral,9/8/2016
debate,This is a sample political tweet about debate,positive,9/15/2016
debate,This is a sample political tweet about debate,negative,8/16/2016
candidate,This is a sample political tweet about candidate,neutral,8/8/2016
candidate,This is a sample political tweet about candidate,positive,7/18/2016
candidate,This is a sample political tweet about candidate,positive,9/17/2016
debate,This is a sample political tweet about debate,neutral,9/12/2016
policy,This is a sample political tweet about policy,neutral,8/5/2016
candidate,This is a sample political tweet about candidate,positive,7/9/2016
candidate,This is a sample political tweet about candidate,negative,7/3/2016
candidate,This is a sample political tweet about candidate,negative,9/1/2016
vote,This is a sample political tweet about vote,negative,7/18/2016
candidate,This is a sample political tweet about candidate,neutral,9/23/2016
election,This is a sample political tweet about election,negative,9/7/2016
policy,This is a sample political tweet about policy,negative,8/28/2016
election,This is a sample political tweet about election,neutral,7/7/2016
vote,This is a sample political tweet about vote,negative,7/10/2016
vote,This is a sample political tweet about vote,neutral,9/3/2016
vote,This is a sample political tweet about vote,negative,7/18/2016
vote,This is a sample political tweet about vote,negative,8/12/2016
debate,This is a sample political tweet about debate,negative,7/29/2016
debate,This is a sample political tweet about debate,positive,7/15/2016
candidate,This is a sample political tweet about candidate,negative,9/20/2016
policy,This is a sample political tweet about policy,negative,7/31/2016
candidate,This is a sample political tweet about candidate,negative,9/14/2016
vote,This is a sample political tweet about vote,positive,8/20/2016
vote,This is a sample political tweet about vote,neutral,9/29/2016
candidate,This is a sample political tweet about candidate,negative,8/19/2016
candidate,This is a sample political tweet about candidate,negative,8/12/2016
election,This is a sample political tweet about election,negative,7/6/2016
policy,This is a sample political tweet about policy,neutral,9/13/2016
policy,This is a sample political tweet about policy,positive,7/19/2016
debate,This is a sample political tweet about debate,positive,7/14/2016
policy,This is a sample political tweet about policy,positive,9/26/2016
election,This is a sample political tweet about election,positive,8/16/2016
debate,This is a sample political tweet about debate,negative,7/13/2016
election,This is a sample political tweet about election,neutral,7/19/2016
policy,This is a sample political tweet about policy,neutral,7/21/2016
vote,This is a sample political tweet about vote,negative,8/8/2016
vote,This is a sample political tweet about vote,negative,7/8/2016
policy,This is a sample political tweet about policy,negative,7/13/2016
candidate,This is a sample political tweet about candidate,neutral,8/3/2016
debate,This is a sample political tweet about debate,neutral,8/24/2016
vote,This is a sample political tweet about vote,negative,7/22/2016
election,This is a sample political tweet about election,neutral,8/21/2016
candidate,This is a sample political tweet about candidate,positive,8/26/2016
policy,This is a sample political tweet about policy,positive,7/8/2016
debate,This is a sample political tweet about debate,negative,8/29/2016
policy,This is a sample political tweet about policy,positive,8/19/2016
candidate,This is a sample political tweet about candidate,positive,9/23/2016
election,This is a sample political tweet about election,positive,8/11/2016
policy,This is a sample political tweet about policy,positive,7/4/2016
policy,This is a sample political tweet about policy,positive,9/6/2016
debate,This is a sample political tweet about debate,neutral,9/2/2016
debate,This is a sample political tweet about debate,positive,9/21/2016
debate,This is a sample political tweet about debate,neutral,7/30/2016
candidate,This is a sample political tweet about candidate,negative,7/7/2016
election,This is a sample political tweet about election,neutral,7/15/2016
election,This is a sample political tweet about election,positive,8/23/2016
vote,This is a sample political tweet about vote,positive,9/13/2016
candidate,This is a sample political tweet about candidate,negative,7/11/2016
vote,This is a sample political tweet about vote,neutral,7/25/2016
policy,This is a sample political tweet about policy,negative,7/4/2016
candidate,This is a sample political tweet about candidate,positive,8/18/2016
vote,This is a sample political tweet about vote,neutral,7/25/2016
candidate,This is a sample political tweet about candidate,positive,8/21/2016
